kategori,arama_niyeti,niyet_tanimi,source_id,kaynak_adi,ornek_kayit,ornek_kayit_basligi,kanit_gerekcesi,beklenen_benzersiz_katki,alinabilen_alan,bagimsizlik_grubu,dil_pazar,tazelik,erisim_kisiti,fallback,aday_sorgu_yuzeyi,incelenen_belge_sayisi
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0218,Semrush,doc-4f2739640166 · https://www.semrush.com/vs/,Semrush Competitors | Compare Semrush vs. Ahrefs & Moz,"existing_alternatives yüzeyi olarak çekildi, 3691 karakter metin","Trafik, SEO, anahtar kelime ve trend · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0218,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,opensearch · https://www.semrush.com/__static__/semrush-opensearch.xml,1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0221,Mangools,doc-5e1f390257a1 · https://mangools.com/compare,Compare Mangools With Popular SEO Tools on the Market | Mangools,"existing_alternatives yüzeyi olarak çekildi, 2614 karakter metin","Trafik, SEO, anahtar kelime ve trend · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0221,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,local_index · yerel dizinde 2 adres (ağsız arama),1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0224,Majestic,doc-9aad62ba2c3f · https://majestic.com/help/tools/compare,Majestic Help Centre - Compare,"existing_alternatives yüzeyi olarak çekildi, 3722 karakter metin","Trafik, SEO, anahtar kelime ve trend · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0224,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,site_search · https://majestic.com/reports/search-explorer?q=,1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0225,Sistrix,doc-355d67a9b80a · https://www.sistrix.com/alternatives/,Free alternatives to the SISTRIX Toolbox - Sistrix.com,"existing_alternatives yüzeyi olarak çekildi, 6287 karakter metin","Trafik, SEO, anahtar kelime ve trend · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0225,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,local_index · yerel dizinde 10 adres (ağsız arama),1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0230,Glimpse,doc-90083462f3a5 · https://meetglimpse.com/google-trends/alternatives/,Top Google Trends Alternatives (2026) — Glimpse,"existing_alternatives yüzeyi olarak çekildi, 16933 karakter metin",bu hücrede yalnız burada: engagement_yildiz,"engagement_yildiz, fiyat",grup-source-0230,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,local_index · yerel dizinde 10 adres (ağsız arama),1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0253,PitchBook,doc-e27c5a693187 · https://pitchbook.com/compare/pitchbook-vs-preqin,PitchBook vs. Preqin - PitchBook,"existing_alternatives yüzeyi olarak çekildi, 15750 karakter metin",bu hücrede yalnız burada: engagement_yorum_sayisi,engagement_yorum_sayisi,grup-source-0253,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,site_search · https://pitchbook.com/search?q=,1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0255,Dealroom,doc-8f66449e6d38 · https://dealroom.net/compare/dealroom-vs-datasite,DealRoom vs Datasite: M&A Software Compared 2026,"existing_alternatives yüzeyi olarak çekildi, 12608 karakter metin","Şirket, yatırım ve startup verisi · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0255,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,local_index · yerel dizinde 488 adres (ağsız arama),1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0262,Clearbit,doc-ab4416b465ce · https://clearbit.com/alternatives/data-com-vs-clearbit,"Enrich Salesforce Leads, Contacts, And Accounts With Clearbit For Salesforce Enr","existing_alternatives yüzeyi olarak çekildi, 3708 karakter metin","Şirket, yatırım ve startup verisi · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0262,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,local_index · yerel dizinde 500 adres (ağsız arama),1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0579,Bloomberg HT,doc-aa5f43d3d7cc · https://www.bloomberght.com/alternatif,Alternatif Piyasalar| Bloomberght,"existing_alternatives yüzeyi olarak çekildi, 3765 karakter metin","Haber, basın ve sektör yayınları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0579,tr · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,local_index · yerel dizinde 287 adres (ağsız arama),1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0583,Typeform,doc-35dc43fd6785 · https://www.typeform.com/try/alternative/lf/best-software-ftf,Best-in-class form builder | Typeform,"existing_alternatives yüzeyi olarak çekildi, 4638 karakter metin","Anket, birincil doğrulama ve kullanıcı araştırması platformları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0583,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,local_index · yerel dizinde 4361 adres (ağsız arama),1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0597,Wynter,doc-00322532292c · https://wynter.com/compare,Compare Wynter | B2B Research Platform Comparisons,"existing_alternatives yüzeyi olarak çekildi, 1087 karakter metin","Anket, birincil doğrulama ve kullanıcı araştırması platformları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0597,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,local_index · yerel dizinde 389 adres (ağsız arama),1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0602,Sprig,doc-89a9c86aefd0 · https://sprig.com/compare,Sprig vs. Legacy Tools: Why Enterprise Teams Choose Sprig,"existing_alternatives yüzeyi olarak çekildi, 7462 karakter metin","Anket, birincil doğrulama ve kullanıcı araştırması platformları · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0602,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,site_search · https://sprig.com/search?query=,1
ortak,existing_alternatives,"Bugün hangi ürün, yöntem veya workaround kullanıldığı",source-0605,UsabilityHub,doc-39fd21c323d0 · https://www.lyssna.com/compare/lyssna-vs-dscout/,Lyssna vs Dscout | Lyssna,"existing_alternatives yüzeyi olarak çekildi, 7254 karakter metin","Anket, birincil doğrulama ve kullanıcı araştırması platformları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0605,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Startup Stash,local_index · yerel dizinde 649 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0009,Kagi,doc-2f337fab5a1d · https://kagi.com/pricing,Kagi Search Pricing and Plans - Kagi Search,fiyat = $5,"Genel web arama ve keşif · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0009,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Tavily,local_index · yerel dizinde 3 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0011,Tavily,doc-4d8988f6d83e · https://www.tavily.com/pricing,Tavily,fiyat = $0.008,"Genel web arama ve keşif · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0011,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (155897 bayt),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0016,Firecrawl,doc-af314b32f6f9 · https://www.firecrawl.dev/pricing,Pricing | Firecrawl,fiyat = $83,"Genel web arama ve keşif · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0016,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (1206442 bayt),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0065,AppSumo,doc-dfc3493d66fa · https://appsumo.com/browse/,Browse software deals for your business. | AppSumo,fiyat = $29,"Fiyat, teknoloji ve pazar sinyali karşılaştırma kaynakları, Ürün lansmanı ve startup toplulukları · alanları başka kaynakta da var, çapraz doğrulama değeri","engagement_yorum_sayisi, fiyat",grup-source-0065,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 10028 adres (ağsız arama),3
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0071,Failory,doc-2a3fdeba2391 · https://www.failory.com/products,Failory's Products: 4 Resources to Boost Your Startup,fiyat = $250,"Ürün lansmanı ve startup toplulukları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0071,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (106905 bayt),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0091,Slack,doc-15b3567c8d5d · https://slack.com/pricing,Slack Pricing Plans: Find the Right Fit for Your Team | Slack,fiyat = $0,"Sosyal ağlar ve açık topluluklar · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0091,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 13 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0175,Gumroad,doc-e27cc098d7d8 · https://gumroad.com/,Earn your first dollar online with Gumroad,fiyat = $1,"Dijital ürün ve şablon pazar yerleri · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0175,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,opensearch · https://gumroad.com/opensearch.xml,2
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0176,Lemon Squeezy,doc-2358b8573fe0 · https://www.lemonsqueezy.com/pricing,Pricing • Lemon Squeezy,fiyat = $0,"Dijital ürün ve şablon pazar yerleri · alanları başka kaynakta da var, çapraz doğrulama değeri","fiyat, ozellik_basligi",grup-source-0176,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (143832 bayt),2
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0177,Creative Market,doc-e4681ee45a1a · https://creativemarket.com/,"Creative Market: High-quality Stock Photo, Graphics, Fonts, & Design Templates",fiyat = $0.00,"Dijital ürün ve şablon pazar yerleri · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0177,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-03,"arşiv kopyası (Common Crawl), canlı değil · erişim anlığı 2026-09-03 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (703258 bayt),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0178,Envato Market,doc-d39a0c35423e · https://themeforest.net/category,Browse Categories | ThemeForest,"fiyat = $1,254,342,673","Dijital ürün ve şablon pazar yerleri · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0178,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (446039 bayt),2
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0179,ThemeForest,doc-9f46b484554e · https://themeforest.net/category,Browse Categories | ThemeForest,"fiyat = $1,254,342,673","Dijital ürün ve şablon pazar yerleri · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0178,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (450431 bayt),2
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0180,CodeCanyon,doc-b0740422a168 · https://codecanyon.net/,Buy Plugins & Code from CodeCanyon,fiyat = $79,"Dijital ürün ve şablon pazar yerleri · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0180,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-02,"erişim anlığı 2026-09-02 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,site_search · https://codecanyon.net/search?term=,1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0193,Censys,doc-1f5cf5558ac1 · https://censys.com/product/adversary-investigation/,Adversary Investigation - Censys,fiyat = $70,"Domain, DNS, sertifika ve web footprint · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0193,en · pazar global,sayfa yayın tarihi beyan ediyor (en yeni 2026-03-26),"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 38 adres (ağsız arama),2
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0201,BuiltWith,doc-07c2dee9042b · https://builtwith.com/,BuiltWith Technology Lookup,"fiyat = $60,000","Domain, DNS, sertifika ve web footprint, Fiyat, teknoloji ve pazar sinyali karşılaştırma kaynakları · alanları başka kaynakta da var, çapraz doğrulama değeri","fiyat, ozellik_basligi",grup-source-0201,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 44 adres (ağsız arama),2
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0202,Wappalyzer,doc-16ab26aeaa1a · https://www.wappalyzer.com/pricing/,Plans & pricing - Wappalyzer,fiyat = $250,"Domain, DNS, sertifika ve web footprint, Fiyat, teknoloji ve pazar sinyali karşılaştırma kaynakları · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0202,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (95347 bayt),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0206,urlscan.io,doc-df673b1eb38c · https://urlscan.io/pricing/,Pricing - urlscan.io,fiyat = $0,"Domain, DNS, sertifika ve web footprint · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0206,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 16 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0217,Ahrefs,doc-d8ac8391adcd · https://ahrefs.com/pricing,Plans & Pricing - Ahrefs,"observed_market_pricing yüzeyi olarak çekildi, 3604 karakter metin","Trafik, SEO, anahtar kelime ve trend · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0217,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 6 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0219,Moz,doc-8a1f099ee82d · https://moz.com/products/api/pricing,Moz - Moz API Pricing,fiyat = $20,"Trafik, SEO, anahtar kelime ve trend · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0219,en · pazar global,sayfa yayın tarihi beyan ediyor (en yeni 2019-03-29),"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,site_search · https://moz.com/search?q={kelime},2
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0225,Sistrix,doc-1d7d5ee0be19 · https://www.sistrix.com/pricing/,SISTRIX Pricing – The Right Package for Every Business,fiyat = € 119,"Trafik, SEO, anahtar kelime ve trend · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0225,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 10 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0229,Exploding Topics,doc-a6b75fdc68fe · https://explodingtopics.com/pricing,Exploding Topics Pro,fiyat = $39,"Trafik, SEO, anahtar kelime ve trend · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0229,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (466116 bayt),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0230,Glimpse,doc-90083462f3a5 · https://meetglimpse.com/google-trends/alternatives/,Top Google Trends Alternatives (2026) — Glimpse,fiyat = $99,bu hücrede yalnız burada: engagement_yildiz,"engagement_yildiz, fiyat",grup-source-0230,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 10 adres (ağsız arama),2
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0233,SparkToro,doc-d49d35f1cafb · https://sparktoro.com/pricing,SparkToro Pricing,fiyat = $ 0,"Trafik, SEO, anahtar kelime ve trend · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0233,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 87 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0234,BuzzSumo,doc-bd59f7c74fd8 · https://buzzsumo.com/pricing/,Affordable & Flexible Pricing For Your Business |  BuzzSumo.com,fiyat = $ 199,"Trafik, SEO, anahtar kelime ve trend · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0234,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 9 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0244,Pathmatics,doc-0d240750b4cd · https://pathmatics.io/pricing,Pricing · pathmatics.io,fiyat = $9.00,"Reklam kütüphaneleri ve pazarlama sinyalleri · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0244,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 37 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0249,BigSpy,doc-026c9777dced · https://bigspy.com/pricing,BigSpy - #1 Free Adspy Tool - ADs Analytics Industry Standard,"observed_market_pricing yüzeyi olarak çekildi, 964 karakter metin","Reklam kütüphaneleri ve pazarlama sinyalleri · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0249,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 298 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0255,Dealroom,doc-033393383aa1 · https://dealroom.net/products/pricing,DealRoom Pricing: M&A Software Plans and Costs,"observed_market_pricing yüzeyi olarak çekildi, 8167 karakter metin","Şirket, yatırım ve startup verisi · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0255,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 488 adres (ağsız arama),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0257,PrivCo,doc-f8494181f70e · https://www.privco.com/pricing,Pricing - Plans & Free Trial | PrivCo,"observed_market_pricing yüzeyi olarak çekildi, 2643 karakter metin","Şirket, yatırım ve startup verisi · ölçülebilir alan çıkmadı, yüzey kanıtı",(ölçülebilir alan yok),grup-source-0257,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (166909 bayt),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0260,ZoomInfo,doc-a4e66a2d71d8 · https://www.zoominfo.com/pricing,Pricing | ZoomInfo,"observed_market_pricing yüzeyi olarak çekildi, 15927 karakter metin","Şirket, yatırım ve startup verisi · alanları başka kaynakta da var, çapraz doğrulama değeri",engagement_yorum_sayisi,grup-source-0260,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,fulltext · tam metin elde (428401 bayt),1
ortak,observed_market_pricing,"Satıcı sayfasında yayımlanan fiyat, paket ve ticari model",source-0264,OpenCorporates,doc-cbe091d1b2d9 · https://opencorporates.com/pricing/,Pricing – OpenCorporates,"fiyat = £ 2,250","Şirket, yatırım ve startup verisi · alanları başka kaynakta da var, çapraz doğrulama değeri",fiyat,grup-source-0264,en · pazar global,yayın tarihi YOK (unknown_date) · yalnızca toplama anı 2026-09-18,"erişim anlığı 2026-09-18 — GÜNCEL İZİN GARANTİSİ DEĞİL, kullanımdan önce robots yeniden kontrol edilmeli",Kagi,local_index · yerel dizinde 6 adres (ağsız arama),1
